EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,JobSatisfaction,OverTime,Attrition,AttriationFlag,TenureGroup,IncomeGroup,EstimatedAttritionCost
2055,50.0,Male,Sales,Sales Executive,10854.0,3.0,3.0,Yes,Yes,1,2-5 years,High,32562.0
1708,41.0,Male,Sales,Sales Executive,9241.0,10.0,3.0,No,No,0,5+ years,High,0.0
1696,34.0,Male,Research & Development,Laboratory Technician,3986.0,15.0,4.0,No,No,0,5+ years,Low,0.0
2196,41.0,Male,Research & Development,Laboratory Technician,5228.0,3.0,3.0,No,No,0,2-5 years,Medium,0.0
1997,36.0,Male,Research & Development,Manufacturing Director,5321.0,8.0,3.0,No,No,0,5+ years,Medium,0.0
366,29.0,Male,Sales,Sales Executive,6644.0,0.0,2.0,No,No,0,0-2 years,High,0.0
803,38.0,Female,Research & Development,Manufacturing Director,5980.0,15.0,1.0,Yes,No,0,5+ years,Medium,0.0
1457,46.0,Male,Sales,Sales Executive,10096.0,7.0,4.0,No,Yes,1,5+ years,High,30288.0
827,42.0,Female,Research & Development,Manufacturing Director,6062.0,4.0,4.0,Yes,No,0,2-5 years,Medium,0.0
361,38.0,Male,Sales,Sales Executive,5249.0,8.0,4.0,No,No,0,5+ years,Medium,0.0
547,42.0,Female,Research & Development,Research Scientist,5228.0,5.0,3.0,No,No,0,2-5 years,Medium,0.0
940,58.0,Female,Research & Development,Healthcare Representative,10552.0,6.0,3.0,Yes,No,0,5+ years,High,0.0
2073,31.0,Female,Research & Development,Research Scientist,2179.0,1.0,1.0,No,No,0,0-2 years,Low,0.0
757,34.0,Female,Research & Development,Healthcare Representative,6142.0,5.0,3.0,No,No,0,2-5 years,Medium,0.0
1599,43.0,Male,Research & Development,Laboratory Technician,4876.0,6.0,2.0,No,No,0,5+ years,Medium,0.0
1373,56.0,Male,Research & Development,Manufacturing Director,13402.0,19.0,2.0,Yes,No,0,5+ years,High,0.0
1311,30.0,Male,Research & Development,Laboratory Technician,4627.0,9.0,4.0,No,No,0,5+ years,Medium,0.0
2061,36.0,Male,Research & Development,Laboratory Technician,2571.0,5.0,4.0,No,No,0,2-5 years,Low,0.0
901,53.0,Female,Research & Development,Research Director,14275.0,12.0,3.0,No,No,0,5+ years,High,0.0
2200,47.0,Female,Human Resources,Human Resources,5228.0,7.0,4.0,No,No,0,5+ years,Medium,0.0
1966,32.0,Male,Research & Development,Manufacturing Director,9679.0,1.0,4.0,No,No,0,0-2 years,High,0.0
1574,32.0,Male,Research & Development,Research Scientist,5228.0,6.0,3.0,No,No,0,5+ years,Medium,0.0
743,38.0,Female,Research & Development,Manufacturing Director,7861.0,1.0,3.0,Yes,No,0,0-2 years,High,0.0
2263,25.0,Female,Research & Development,Research Scientist,2328.0,5.0,2.0,No,No,0,2-5 years,Low,0.0
1497,29.0,Male,Sales,Sales Executive,8620.0,10.0,3.0,No,No,0,5+ years,High,0.0
763,40.0,Female,Research & Development,Research Scientist,2342.0,4.0,4.0,Yes,No,0,2-5 years,Low,0.0
2278,33.0,Male,Sales,Sales Executive,10036.0,10.0,2.0,No,No,0,5+ years,High,0.0
2169,42.0,Female,Research & Development,Manager,5228.0,0.0,2.0,No,No,0,0-2 years,Medium,0.0
498,28.0,Male,Sales,Sales Executive,5253.0,7.0,4.0,No,No,0,5+ years,Medium,0.0
2023,41.0,Male,Human Resources,Manager,5228.0,21.0,4.0,No,No,0,5+ years,Medium,0.0
2198,30.0,Male,Research & Development,Research Scientist,5098.0,11.0,3.0,No,Yes,1,5+ years,Medium,15294.0
380,37.0,Female,Research & Development,Research Director,13603.0,5.0,4.0,Yes,No,0,2-5 years,High,0.0
671,44.0,Male,Research & Development,Manager,19513.0,2.0,4.0,Yes,No,0,0-2 years,High,0.0
1641,40.0,Female,Research & Development,Manufacturing Director,7945.0,4.0,4.0,Yes,No,0,2-5 years,High,0.0
2204,25.0,Male,Research & Development,Research Scientist,3909.0,4.0,4.0,No,Yes,1,2-5 years,Low,11727.0
1789,46.0,Male,Research & Development,Research Director,19328.0,2.0,4.0,Yes,No,0,0-2 years,High,0.0
1083,26.0,Male,Research & Development,Laboratory Technician,3955.0,5.0,1.0,No,No,0,2-5 years,Low,0.0
1321,30.0,Female,Research & Development,Manager,11916.0,9.0,1.0,Yes,No,0,5+ years,High,0.0
162,51.0,Male,Research & Development,Research Director,19537.0,20.0,3.0,No,No,0,5+ years,High,0.0
844,27.0,Male,Research & Development,Research Director,12808.0,9.0,4.0,Yes,No,0,5+ years,High,0.0
837,38.0,Male,Research & Development,Healthcare Representative,6288.0,4.0,1.0,No,No,0,2-5 years,Medium,0.0
1792,44.0,Male,Research & Development,Research Scientist,2342.0,5.0,2.0,Yes,Yes,1,2-5 years,Low,7026.0
1969,54.0,Female,Research & Development,Research Scientist,2897.0,4.0,3.0,No,No,0,2-5 years,Low,0.0
1794,37.0,Male,Human Resources,Human Resources,4071.0,10.0,2.0,No,No,0,5+ years,Low,0.0
985,39.0,Male,Sales,Sales Executive,5228.0,8.0,3.0,No,No,0,5+ years,Medium,0.0
1573,38.0,Male,Research & Development,Manufacturing Director,4855.0,5.0,2.0,No,Yes,1,2-5 years,Medium,14565.0
872,22.0,Male,Research & Development,Manufacturing Director,4775.0,2.0,4.0,No,No,0,0-2 years,Medium,0.0
605,42.0,Male,Research & Development,Manufacturing Director,7406.0,10.0,1.0,Yes,No,0,5+ years,High,0.0
2218,45.0,Male,Research & Development,Research Director,21058.0,3.0,2.0,Yes,No,0,2-5 years,High,0.0
1775,53.0,Female,Research & Development,Manufacturing Director,12965.0,3.0,3.0,Yes,No,0,2-5 years,High,0.0
1102,28.0,Male,Research & Development,Sales Executive,2207.0,6.0,3.0,No,No,0,5+ years,Low,0.0
2092,22.0,Male,Research & Development,Research Scientist,3788.0,3.0,3.0,No,No,0,2-5 years,Low,0.0
2190,55.0,Female,Research & Development,Research Director,22441.0,7.0,2.0,Yes,No,0,5+ years,High,0.0
791,52.0,Male,Research & Development,Research Scientist,4258.0,6.0,4.0,No,No,0,5+ years,Low,0.0
2267,36.0,Male,Research & Development,Healthcare Representative,10525.0,0.0,2.0,No,Yes,1,0-2 years,High,31575.0
645,25.0,Male,Sales,Sales Representative,2096.0,7.0,3.0,No,No,0,5+ years,Low,0.0
586,35.0,Male,Research & Development,Healthcare Representative,5228.0,8.0,3.0,Yes,No,0,5+ years,Medium,0.0
746,47.0,Female,Sales,Sales Executive,13770.0,22.0,3.0,Yes,No,0,5+ years,High,0.0
441,30.0,Female,Research & Development,Research Scientist,5775.0,10.0,4.0,No,No,0,5+ years,Medium,0.0
20,29.0,Female,Research & Development,Manufacturing Director,9980.0,10.0,1.0,No,No,0,5+ years,High,0.0
775,34.0,Female,Research & Development,Manufacturing Director,5121.0,0.0,1.0,No,No,0,0-2 years,Medium,0.0
1012,18.0,Male,Research & Development,Research Scientist,1051.0,0.0,4.0,No,No,0,0-2 years,Low,0.0
388,29.0,Male,Sales,Sales Executive,4554.0,10.0,4.0,No,No,0,5+ years,Medium,0.0
689,37.0,Male,Research & Development,Manufacturing Director,9434.0,10.0,3.0,No,No,0,5+ years,High,0.0
1079,21.0,Female,Research & Development,Laboratory Technician,1416.0,6.0,1.0,No,Yes,1,5+ years,Low,4248.0
1918,26.0,Male,Research & Development,Laboratory Technician,5228.0,7.0,4.0,No,No,0,5+ years,Medium,0.0
117,30.0,Male,Research & Development,Sales Executive,5228.0,11.0,4.0,No,No,0,5+ years,Medium,0.0
2141,35.0,Male,Research & Development,Research Scientist,5071.0,8.0,1.0,No,No,0,5+ years,Medium,0.0
792,26.0,Female,Research & Development,Laboratory Technician,4364.0,2.0,4.0,No,No,0,0-2 years,Medium,0.0
473,48.0,Female,Sales,Manager,12504.0,0.0,3.0,No,No,0,0-2 years,High,0.0
826,35.0,Female,Research & Development,Sales Executive,2506.0,2.0,3.0,No,No,0,0-2 years,Low,0.0
1306,45.0,Male,Research & Development,Manager,5228.0,0.0,2.0,No,No,0,0-2 years,Medium,0.0
2209,30.0,Male,Sales,Sales Executive,4930.0,1.0,2.0,No,No,0,0-2 years,Medium,0.0
649,34.0,Male,Research & Development,Research Scientist,3622.0,6.0,4.0,Yes,No,0,5+ years,Low,0.0
2082,40.0,Female,Research & Development,Manufacturing Director,8952.0,2.0,3.0,Yes,No,0,0-2 years,High,0.0
2151,26.0,Male,Sales,Sales Executive,4243.0,3.0,2.0,No,No,0,2-5 years,Low,0.0
730,53.0,Male,Research & Development,Research Director,14814.0,5.0,3.0,No,No,0,2-5 years,High,0.0
728,47.0,Male,Sales,Sales Executive,4960.0,7.0,1.0,No,No,0,5+ years,Medium,0.0
1096,55.0,Male,Research & Development,Manufacturing Director,10976.0,3.0,2.0,No,No,0,2-5 years,High,0.0
1673,31.0,Female,Sales,Sales Executive,5476.0,10.0,4.0,No,No,0,5+ years,Medium,0.0
1845,45.0,Female,Sales,Sales Executive,5154.0,8.0,3.0,No,No,0,5+ years,Medium,0.0
1651,36.0,Female,Research & Development,Healthcare Representative,8008.0,3.0,1.0,No,No,0,2-5 years,High,0.0
2131,41.0,Male,Research & Development,Research Scientist,3337.0,2.0,1.0,Yes,No,0,0-2 years,Low,0.0
2149,36.0,Male,Research & Development,Laboratory Technician,6372.0,7.0,4.0,Yes,Yes,1,5+ years,High,19116.0
2077,44.0,Female,Sales,Sales Executive,4740.0,7.0,2.0,Yes,No,0,5+ years,Medium,0.0
1981,24.0,Male,Research & Development,Healthcare Representative,5228.0,4.0,3.0,No,No,0,2-5 years,Medium,0.0
487,46.0,Female,Research & Development,Manufacturing Director,5258.0,6.0,3.0,No,No,0,5+ years,Medium,0.0
240,45.0,Female,Sales,Sales Executive,5006.0,5.0,1.0,Yes,No,0,2-5 years,Medium,0.0
2115,31.0,Male,Research & Development,Research Scientist,2239.0,3.0,3.0,No,No,0,2-5 years,Low,0.0
2147,32.0,Male,Research & Development,Manufacturing Director,5080.0,9.0,1.0,No,No,0,5+ years,Medium,0.0
2232,33.0,Male,Research & Development,Healthcare Representative,4548.0,5.0,3.0,No,No,0,2-5 years,Medium,0.0
1569,35.0,Female,Research & Development,Laboratory Technician,2074.0,1.0,1.0,Yes,Yes,1,0-2 years,Low,6222.0
2066,24.0,Female,Sales,Sales Representative,2494.0,0.0,1.0,No,Yes,1,0-2 years,Low,7482.0
944,49.0,Female,Research & Development,Sales Executive,7403.0,26.0,2.0,No,No,0,5+ years,High,0.0
1440,37.0,Male,Research & Development,Laboratory Technician,3500.0,6.0,3.0,No,No,0,5+ years,Low,0.0
442,31.0,Female,Research & Development,Manufacturing Director,8943.0,10.0,3.0,No,No,0,5+ years,High,0.0
1184,34.0,Male,Research & Development,Healthcare Representative,5228.0,13.0,1.0,No,No,0,5+ years,Medium,0.0
1881,31.0,Male,Research & Development,Laboratory Technician,4197.0,10.0,3.0,No,No,0,5+ years,Low,0.0
2193,29.0,Female,Research & Development,Research Scientist,5576.0,11.0,3.0,No,No,0,5+ years,Medium,0.0
665,44.0,Female,Human Resources,Human Resources,5985.0,2.0,3.0,No,No,0,0-2 years,Medium,0.0
2183,36.0,Male,Research & Development,Manufacturing Director,8511.0,8.0,3.0,No,No,0,5+ years,High,0.0
2244,26.0,Female,Research & Development,Laboratory Technician,3010.0,6.0,4.0,No,No,0,5+ years,Low,0.0
2185,36.0,Male,Sales,Sales Executive,5228.0,4.0,3.0,Yes,Yes,1,2-5 years,Medium,15684.0
2099,27.0,Male,Research & Development,Research Scientist,5228.0,2.0,3.0,No,No,0,0-2 years,Medium,0.0
1709,29.0,Female,Research & Development,Sales Executive,2974.0,5.0,3.0,No,No,0,2-5 years,Low,0.0
2160,32.0,Male,Sales,Sales Executive,10332.0,14.0,2.0,No,No,0,5+ years,High,0.0
1060,38.0,Male,Research & Development,Research Scientist,2821.0,2.0,3.0,No,No,0,0-2 years,Low,0.0
1985,40.0,Female,Research & Development,Laboratory Technician,5228.0,10.0,3.0,No,No,0,5+ years,Medium,0.0
261,35.0,Male,Research & Development,Manufacturing Director,5916.0,6.0,3.0,Yes,Yes,1,5+ years,Medium,17748.0
1922,45.0,Male,Research & Development,Healthcare Representative,5228.0,4.0,3.0,No,No,0,2-5 years,Medium,0.0
211,51.0,Male,Research & Development,Manufacturing Director,6132.0,1.0,3.0,No,No,0,0-2 years,Medium,0.0
855,33.0,Male,Sales,Sales Executive,4037.0,9.0,1.0,No,No,0,5+ years,Low,0.0
582,33.0,Male,Research & Development,Manager,13610.0,7.0,3.0,Yes,Yes,1,5+ years,High,40830.0
1084,30.0,Male,Research & Development,Manufacturing Director,9957.0,6.0,1.0,No,No,0,5+ years,High,0.0
331,32.0,Male,Research & Development,Laboratory Technician,3730.0,3.0,3.0,Yes,Yes,1,2-5 years,Low,11190.0
1358,25.0,Male,Research & Development,Laboratory Technician,3669.0,3.0,4.0,No,No,0,2-5 years,Low,0.0
2186,28.0,Male,Research & Development,Laboratory Technician,3181.0,2.0,2.0,No,Yes,1,0-2 years,Low,9543.0
2248,41.0,Male,Research & Development,Manufacturing Director,5321.0,7.0,4.0,No,No,0,5+ years,Medium,0.0
2079,41.0,Male,Research & Development,Laboratory Technician,2553.0,2.0,3.0,No,No,0,0-2 years,Low,0.0
1674,49.0,Female,Research & Development,Laboratory Technician,2587.0,2.0,1.0,Yes,No,0,0-2 years,Low,0.0
918,58.0,Male,Research & Development,Sales Executive,2380.0,1.0,4.0,Yes,Yes,1,0-2 years,Low,7140.0
1069,36.0,Male,Research & Development,Research Director,19627.0,2.0,4.0,No,No,0,0-2 years,High,0.0
328,36.0,Female,Research & Development,Laboratory Technician,2707.0,9.0,1.0,No,Yes,1,5+ years,Low,8121.0
1046,32.0,Female,Research & Development,Sales Executive,4025.0,8.0,3.0,No,No,0,5+ years,Low,0.0
1535,34.0,Male,Research & Development,Sales Executive,7083.0,10.0,3.0,Yes,No,0,5+ years,High,0.0
2236,48.0,Female,Research & Development,Laboratory Technician,5124.0,11.0,1.0,Yes,No,0,5+ years,Medium,0.0
474,37.0,Male,Research & Development,Research Scientist,5228.0,7.0,1.0,Yes,No,0,5+ years,Medium,0.0
933,27.0,Female,Research & Development,Research Scientist,2318.0,1.0,3.0,No,No,0,0-2 years,Low,0.0
1661,49.0,Female,Research & Development,Healthcare Representative,13966.0,6.0,3.0,Yes,No,0,5+ years,High,0.0
52,36.0,Female,Sales,Sales Executive,5376.0,5.0,1.0,No,No,0,2-5 years,Medium,0.0
1986,40.0,Female,Sales,Sales Executive,5677.0,11.0,2.0,No,No,0,5+ years,Medium,0.0
199,41.0,Male,Research & Development,Manager,17181.0,7.0,1.0,No,No,0,5+ years,High,0.0
379,21.0,Male,Research & Development,Research Scientist,3230.0,3.0,3.0,No,No,0,2-5 years,Low,0.0
451,43.0,Female,Research & Development,Healthcare Representative,5228.0,1.0,3.0,No,No,0,0-2 years,Medium,0.0
374,55.0,Male,Research & Development,Manager,19045.0,36.0,1.0,Yes,No,0,5+ years,High,0.0
2125,33.0,Female,Research & Development,Sales Executive,2919.0,5.0,1.0,No,No,0,2-5 years,Low,0.0
2166,30.0,Female,Research & Development,Research Scientist,2210.0,1.0,2.0,No,No,0,0-2 years,Low,0.0
462,38.0,Female,Research & Development,Sales Executive,5343.0,10.0,4.0,No,No,0,5+ years,Medium,0.0
1975,39.0,Male,Research & Development,Sales Executive,5228.0,20.0,1.0,No,No,0,5+ years,Medium,0.0
1547,42.0,Male,Research & Development,Healthcare Representative,10124.0,20.0,4.0,Yes,No,0,5+ years,High,0.0
815,50.0,Male,Research & Development,Research Director,17639.0,4.0,3.0,No,No,0,2-5 years,High,0.0
1355,38.0,Female,Sales,Sales Executive,6893.0,7.0,1.0,No,No,0,5+ years,High,0.0
1560,33.0,Male,Sales,Sales Executive,6392.0,2.0,1.0,No,No,0,0-2 years,High,0.0
2134,28.0,Male,Sales,Sales Executive,5486.0,2.0,2.0,No,No,0,0-2 years,Medium,0.0
2140,39.0,Male,Human Resources,Human Resources,4337.0,8.0,2.0,No,No,0,5+ years,Low,0.0
1015,30.0,Female,Research & Development,Research Director,11416.0,8.0,1.0,Yes,No,0,5+ years,High,0.0
2273,32.0,Male,Research & Development,Research Scientist,5228.0,7.0,4.0,No,No,0,5+ years,Medium,0.0
1032,36.0,Female,Research & Development,Manufacturing Director,13726.0,5.0,4.0,Yes,No,0,2-5 years,High,0.0
2124,47.0,Female,Sales,Manager,22004.0,7.0,3.0,No,No,0,5+ years,High,0.0
2243,39.0,Male,Human Resources,Human Resources,3923.0,9.0,4.0,No,No,0,5+ years,Low,0.0
1537,31.0,Female,Research & Development,Research Scientist,4084.0,7.0,3.0,No,Yes,1,5+ years,Low,12252.0
977,58.0,Male,Research & Development,Research Scientist,5228.0,1.0,3.0,No,Yes,1,0-2 years,Medium,15684.0
2118,40.0,Female,Research & Development,Healthcare Representative,5051.0,0.0,4.0,No,Yes,1,0-2 years,Medium,15153.0
500,51.0,Female,Sales,Sales Executive,4936.0,7.0,4.0,No,No,0,5+ years,Medium,0.0
128,24.0,Female,Sales,Sales Executive,5228.0,3.0,3.0,No,No,0,2-5 years,Medium,0.0
2207,35.0,Female,Research & Development,Sales Executive,5729.0,12.0,2.0,No,No,0,5+ years,Medium,0.0
2258,52.0,Female,Research & Development,Healthcare Representative,13583.0,6.0,2.0,Yes,No,0,5+ years,High,0.0
850,27.0,Male,Research & Development,Research Scientist,1706.0,0.0,3.0,No,No,0,0-2 years,Low,0.0
1712,45.0,Male,Research & Development,Healthcare Representative,10748.0,23.0,3.0,No,No,0,5+ years,High,0.0
1364,27.0,Female,Research & Development,Sales Representative,2534.0,1.0,4.0,No,No,0,0-2 years,Low,0.0
2089,37.0,Female,Research & Development,Sales Executive,7497.0,4.0,3.0,No,No,0,2-5 years,High,0.0
2144,36.0,Male,Research & Development,Research Scientist,3508.0,6.0,1.0,No,No,0,5+ years,Low,0.0
2102,48.0,Male,Human Resources,Manager,17478.0,34.0,3.0,No,No,0,5+ years,High,0.0
809,42.0,Male,Research & Development,Manager,18430.0,24.0,3.0,No,No,0,5+ years,High,0.0
2277,31.0,Male,Research & Development,Research Scientist,2549.0,0.0,1.0,No,No,0,0-2 years,Low,0.0
1740,40.0,Male,Sales,Manager,19833.0,21.0,2.0,No,No,0,5+ years,High,0.0
1548,40.0,Male,Sales,Sales Executive,5473.0,6.0,1.0,No,No,0,5+ years,Medium,0.0
1908,36.0,Male,Sales,Sales Executive,5507.0,4.0,2.0,No,No,0,2-5 years,Medium,0.0
1903,44.0,Male,Research & Development,Healthcare Representative,5033.0,2.0,1.0,No,No,0,0-2 years,Medium,0.0
833,30.0,Female,Research & Development,Manufacturing Director,6877.0,0.0,4.0,Yes,No,0,0-2 years,High,0.0
367,31.0,Male,Research & Development,Healthcare Representative,5582.0,6.0,4.0,No,No,0,5+ years,Medium,0.0
1120,29.0,Female,Research & Development,Research Scientist,2514.0,7.0,4.0,No,No,0,5+ years,Low,0.0
655,27.0,Female,Research & Development,Research Scientist,2187.0,6.0,3.0,No,No,0,5+ years,Low,0.0
14,35.0,Male,Research & Development,Laboratory Technician,2426.0,5.0,2.0,No,No,0,2-5 years,Low,0.0
2206,36.0,Female,Research & Development,Laboratory Technician,3013.0,9.0,4.0,No,Yes,1,5+ years,Low,9039.0
2187,36.0,Male,Sales,Sales Executive,7669.0,4.0,4.0,Yes,Yes,1,2-5 years,High,23007.0
1267,44.0,Male,Sales,Manager,18213.0,22.0,2.0,No,No,0,5+ years,High,0.0
2078,27.0,Female,Research & Development,Research Scientist,3681.0,6.0,2.0,No,No,0,5+ years,Low,0.0
466,41.0,Male,Research & Development,Manufacturing Director,6032.0,5.0,2.0,No,No,0,2-5 years,Medium,0.0
376,47.0,Male,Research & Development,Manager,11849.0,10.0,3.0,Yes,Yes,1,5+ years,High,35547.0
1779,34.0,Female,Sales,Sales Executive,6029.0,2.0,4.0,No,No,0,0-2 years,Medium,0.0
2024,36.0,Female,Sales,Sales Executive,7644.0,9.0,4.0,No,No,0,5+ years,High,0.0
1383,34.0,Male,Research & Development,Healthcare Representative,6687.0,14.0,4.0,No,No,0,5+ years,High,0.0
573,60.0,Female,Sales,Sales Executive,10266.0,18.0,1.0,No,No,0,5+ years,High,0.0
1177,26.0,Male,Research & Development,Laboratory Technician,4420.0,8.0,4.0,No,No,0,5+ years,Medium,0.0
133,37.0,Male,Human Resources,Human Resources,2073.0,3.0,1.0,Yes,Yes,1,2-5 years,Low,6219.0
2216,33.0,Male,Sales,Sales Executive,4388.0,4.0,4.0,No,No,0,2-5 years,Medium,0.0
2212,34.0,Female,Research & Development,Research Scientist,5228.0,9.0,1.0,No,Yes,1,5+ years,Medium,15684.0
1827,47.0,Female,Research & Development,Manufacturing Director,10333.0,22.0,2.0,Yes,No,0,5+ years,High,0.0
1912,31.0,Female,Sales,Sales Executive,5228.0,5.0,4.0,Yes,No,0,2-5 years,Medium,0.0
1749,31.0,Male,Sales,Sales Executive,8346.0,5.0,3.0,No,No,0,2-5 years,High,0.0
555,34.0,Female,Sales,Sales Representative,2351.0,2.0,3.0,No,Yes,1,0-2 years,Low,7053.0
2129,53.0,Female,Research & Development,Research Scientist,2991.0,7.0,3.0,No,No,0,5+ years,Low,0.0
179,51.0,Male,Research & Development,Manufacturing Director,10650.0,4.0,4.0,No,Yes,1,2-5 years,High,31950.0
2254,38.0,Male,Sales,Sales Executive,3539.0,2.0,1.0,No,No,0,0-2 years,Low,0.0
403,37.0,Male,Research & Development,Research Scientist,2326.0,4.0,4.0,Yes,No,0,2-5 years,Low,0.0
701,20.0,Male,Research & Development,Research Scientist,1009.0,1.0,3.0,Yes,Yes,1,0-2 years,Low,3027.0
1240,25.0,Male,Sales,Sales Executive,5228.0,4.0,4.0,No,No,0,2-5 years,Medium,0.0
1293,43.0,Female,Sales,Sales Executive,10231.0,21.0,4.0,No,No,0,5+ years,High,0.0
1464,31.0,Male,Research & Development,Laboratory Technician,3722.0,2.0,4.0,Yes,Yes,1,0-2 years,Low,11166.0
1244,36.0,Male,Research & Development,Research Scientist,2235.0,9.0,1.0,Yes,No,0,5+ years,Low,0.0
2112,43.0,Male,Research & Development,Research Scientist,3496.0,11.0,2.0,No,No,0,5+ years,Low,0.0
2282,60.0,Male,Research & Development,Healthcare Representative,5646.0,6.0,1.0,Yes,No,0,5+ years,Medium,0.0
2241,34.0,Male,Research & Development,Laboratory Technician,3704.0,3.0,3.0,No,No,0,2-5 years,Low,0.0
2101,30.0,Male,Research & Development,Research Scientist,3267.0,6.0,3.0,Yes,No,0,5+ years,Low,0.0
2069,32.0,Male,Research & Development,Sales Executive,2992.0,11.0,1.0,No,No,0,5+ years,Low,0.0
2201,50.0,Male,Sales,Manager,14819.0,33.0,1.0,No,No,0,5+ years,High,0.0
2188,35.0,Female,Research & Development,Laboratory Technician,2319.0,7.0,4.0,No,No,0,5+ years,Low,0.0
446,33.0,Male,Sales,Sales Executive,4682.0,7.0,4.0,No,No,0,5+ years,Medium,0.0
1555,32.0,Male,Research & Development,Research Scientist,5878.0,7.0,2.0,No,No,0,5+ years,Medium,0.0
1469,28.0,Male,Sales,Sales Executive,8463.0,5.0,1.0,No,No,0,2-5 years,High,0.0
1700,37.0,Male,Sales,Sales Executive,9525.0,6.0,4.0,No,No,0,5+ years,High,0.0
764,27.0,Female,Research & Development,Healthcare Representative,6811.0,7.0,1.0,No,No,0,5+ years,High,0.0
2153,34.0,Male,Research & Development,Research Scientist,4322.0,6.0,3.0,No,No,0,5+ years,Low,0.0
1411,37.0,Female,Research & Development,Laboratory Technician,3629.0,3.0,3.0,No,No,0,2-5 years,Low,0.0
2202,47.0,Male,Sales,Manager,18841.0,21.0,2.0,No,No,0,5+ years,High,0.0
868,37.0,Male,Sales,Sales Executive,6334.0,1.0,3.0,No,No,0,0-2 years,Medium,0.0
808,34.0,Female,Research & Development,Sales Executive,6500.0,3.0,1.0,No,No,0,2-5 years,High,0.0
2250,36.0,Male,Research & Development,Research Scientist,3644.0,10.0,3.0,Yes,Yes,1,5+ years,Low,10932.0
986,40.0,Female,Sales,Sales Executive,13194.0,1.0,2.0,Yes,Yes,1,0-2 years,High,39582.0
2256,36.0,Female,Research & Development,Human Resources,2407.0,3.0,2.0,No,No,0,2-5 years,Low,0.0
2175,29.0,Male,Research & Development,Laboratory Technician,2555.0,1.0,3.0,No,Yes,1,0-2 years,Low,7665.0
2012,40.0,Male,Research & Development,Laboratory Technician,2406.0,1.0,4.0,No,No,0,0-2 years,Low,0.0
1876,30.0,Male,Sales,Sales Representative,1081.0,1.0,4.0,No,Yes,1,0-2 years,Low,3243.0
2238,36.0,Male,Research & Development,Sales Executive,6629.0,2.0,3.0,No,No,0,0-2 years,High,0.0
1645,35.0,Male,Sales,Sales Executive,5440.0,2.0,4.0,Yes,Yes,1,0-2 years,Medium,16320.0
190,32.0,Female,Research & Development,Laboratory Technician,4200.0,5.0,1.0,No,Yes,1,2-5 years,Low,12600.0
1235,32.0,Female,Research & Development,Research Scientist,4998.0,8.0,3.0,Yes,No,0,5+ years,Medium,0.0
102,37.0,Male,Research & Development,Research Director,13664.0,5.0,3.0,No,No,0,2-5 years,High,0.0
828,28.0,Male,Research & Development,Research Scientist,4382.0,2.0,3.0,No,Yes,1,0-2 years,Medium,13146.0
2132,29.0,Female,Sales,Sales Executive,5228.0,9.0,3.0,Yes,No,0,5+ years,Medium,0.0
2088,36.0,Male,Research & Development,Healthcare Representative,6495.0,5.0,2.0,No,No,0,2-5 years,High,0.0
903,47.0,Female,Sales,Sales Executive,5228.0,7.0,4.0,No,No,0,5+ years,Medium,0.0
308,31.0,Male,Research & Development,Manufacturing Director,4345.0,5.0,3.0,No,No,0,2-5 years,Low,0.0
2284,29.0,Female,Sales,Sales Executive,4715.0,11.0,1.0,Yes,No,0,5+ years,Medium,0.0
1554,36.0,Female,Sales,Sales Representative,2430.0,5.0,3.0,No,No,0,2-5 years,Low,0.0
1324,31.0,Female,Sales,Sales Executive,5228.0,10.0,3.0,Yes,No,0,5+ years,Medium,0.0
2239,36.0,Female,Research & Development,Healthcare Representative,3882.0,6.0,4.0,No,No,0,5+ years,Low,0.0
355,36.0,Male,Research & Development,Laboratory Technician,3479.0,5.0,2.0,No,Yes,1,2-5 years,Low,10437.0
1733,36.0,Male,Sales,Sales Executive,6134.0,2.0,1.0,Yes,Yes,1,0-2 years,Medium,18402.0
393,38.0,Male,Research & Development,Healthcare Representative,5745.0,2.0,4.0,No,No,0,0-2 years,Medium,0.0
1693,26.0,Male,Research & Development,Laboratory Technician,2570.0,7.0,4.0,No,No,0,5+ years,Low,0.0
2150,40.0,Female,Research & Development,Manufacturing Director,5092.0,16.0,4.0,Yes,No,0,5+ years,Medium,0.0
256,34.0,Male,Research & Development,Manufacturing Director,9547.0,10.0,3.0,No,No,0,5+ years,High,0.0
84,55.0,Female,Research & Development,Manager,14756.0,5.0,3.0,Yes,No,0,2-5 years,High,0.0
1916,31.0,Female,Research & Development,Laboratory Technician,3978.0,2.0,3.0,No,No,0,0-2 years,Low,0.0
2194,32.0,Male,Sales,Sales Executive,9263.0,7.0,2.0,Yes,No,0,5+ years,High,0.0
2136,36.0,Male,Research & Development,Healthcare Representative,6268.0,14.0,1.0,Yes,No,0,5+ years,Medium,0.0
1703,44.0,Female,Research & Development,Healthcare Representative,5228.0,8.0,4.0,Yes,No,0,5+ years,Medium,0.0
2155,49.0,Female,Sales,Manager,17380.0,0.0,3.0,No,No,0,0-2 years,High,0.0
178,36.0,Male,Research & Development,Manufacturing Director,4941.0,6.0,3.0,No,No,0,5+ years,Medium,0.0
72,26.0,Female,Sales,Sales Executive,4157.0,2.0,4.0,Yes,No,0,0-2 years,Low,0.0
