EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,JobSatisfaction,OverTime,Attrition
2124,47.0,Female,Sales,Manager,22004.0,7.0,3.0,No,No
734,41.0,Male,Human Resources,Manager,19189.0,22.0,3.0,No,No
2243,39.0,Male,Human Resources,Human Resources,3923.0,9.0,4.0,No,No
1969,54.0,Female,Research & Development,,2897.0,4.0,3.0,No,No
1537,31.0,Female,Research & Development,Research Scientist,4084.0,7.0,3.0,No,Yes
977,58.0,Male,Research & Development,Research Scientist,,1.0,3.0,No,Yes
2118,40.0,Female,Research & Development,Healthcare Representative,5051.0,0.0,4.0,,Yes
857,36.0,Male,Sales,Sales Executive,6201.0,18.0,4.0,Yes,No
500,51.0,Female,Sales,Sales Executive,4936.0,7.0,4.0,No,No
128,24.0,Female,Sales,Sales Executive,,3.0,3.0,No,No
2207,35.0,Female,,Sales Executive,5729.0,12.0,2.0,No,No
2258,52.0,Female,Research & Development,Healthcare Representative,13583.0,6.0,2.0,Yes,No
850,27.0,Male,Research & Development,Research Scientist,1706.0,0.0,,No,No
1712,45.0,Male,Research & Development,Healthcare Representative,10748.0,23.0,3.0,No,No
1364,27.0,Female,,Sales Representative,2534.0,1.0,4.0,No,No
2089,37.0,Female,,,7497.0,4.0,3.0,No,No
2144,,Male,Research & Development,Research Scientist,3508.0,6.0,1.0,No,No
2102,48.0,Male,Human Resources,Manager,17478.0,34.0,,No,No
809,42.0,Male,Research & Development,Manager,18430.0,24.0,,No,No
458,31.0,,Sales,Sales Executive,10793.0,13.0,4.0,No,No
2277,31.0,Male,Research & Development,Research Scientist,2549.0,0.0,1.0,No,No
1740,40.0,Male,Sales,Manager,19833.0,21.0,2.0,No,No
1548,40.0,Male,Sales,Sales Executive,5473.0,,1.0,No,No
1908,36.0,Male,Sales,Sales Executive,5507.0,4.0,2.0,No,No
1903,44.0,Male,Research & Development,Healthcare Representative,5033.0,2.0,1.0,No,No
833,30.0,Female,Research & Development,Manufacturing Director,6877.0,0.0,4.0,Yes,No
367,31.0,Male,Research & Development,Healthcare Representative,5582.0,,4.0,No,No
1120,29.0,Female,Research & Development,Research Scientist,2514.0,7.0,4.0,No,No
655,27.0,Female,,Research Scientist,2187.0,,3.0,No,No
1941,49.0,Male,Research & Development,Research Director,19161.0,5.0,4.0,No,No
14,35.0,,Research & Development,Laboratory Technician,2426.0,5.0,2.0,,No
2206,36.0,Female,Research & Development,Laboratory Technician,3013.0,9.0,4.0,No,Yes
2187,,Male,Sales,Sales Executive,7669.0,4.0,4.0,Yes,Yes
5,33.0,,Research & Development,,2909.0,8.0,3.0,Yes,No
1267,44.0,Male,Sales,Manager,18213.0,22.0,2.0,No,No
2078,27.0,Female,Research & Development,Research Scientist,3681.0,,2.0,No,No
466,41.0,Male,Research & Development,Manufacturing Director,6032.0,5.0,2.0,,No
1243,,Female,Sales,Sales Executive,10377.0,13.0,4.0,Yes,No
376,47.0,Male,Research & Development,Manager,11849.0,10.0,,Yes,Yes
1779,34.0,Female,Sales,Sales Executive,6029.0,2.0,4.0,No,No
2024,36.0,Female,Sales,Sales Executive,7644.0,9.0,4.0,No,No
1383,34.0,,Research & Development,Healthcare Representative,6687.0,14.0,4.0,No,No
573,60.0,Female,Sales,Sales Executive,10266.0,18.0,1.0,No,No
1177,26.0,Male,Research & Development,Laboratory Technician,4420.0,8.0,4.0,No,No
133,37.0,Male,Human Resources,Human Resources,2073.0,3.0,1.0,Yes,Yes
2216,33.0,Male,Sales,Sales Executive,4388.0,4.0,4.0,No,No
388,29.0,,Sales,Sales Executive,4554.0,10.0,4.0,No,No
2212,34.0,Female,Research & Development,Research Scientist,,9.0,1.0,No,Yes
1827,47.0,Female,Research & Development,Manufacturing Director,10333.0,22.0,2.0,Yes,No
1912,31.0,Female,Sales,Sales Executive,,5.0,4.0,Yes,No
1749,31.0,Male,Sales,Sales Executive,8346.0,5.0,3.0,No,No
1047,,Male,Research & Development,Laboratory Technician,2818.0,3.0,4.0,Yes,No
555,34.0,Female,Sales,Sales Representative,2351.0,2.0,3.0,No,Yes
2129,53.0,Female,Research & Development,Research Scientist,2991.0,7.0,3.0,No,No
2117,44.0,Male,Research & Development,Manufacturing Director,8464.0,3.0,1.0,Yes,No
179,51.0,Male,Research & Development,Manufacturing Director,10650.0,4.0,4.0,No,Yes
2254,38.0,Male,Sales,Sales Executive,3539.0,2.0,1.0,No,No
1908,36.0,Male,Sales,Sales Executive,5507.0,4.0,2.0,No,No
403,37.0,Male,Research & Development,Research Scientist,2326.0,4.0,4.0,Yes,No
701,20.0,Male,Research & Development,Research Scientist,1009.0,1.0,3.0,Yes,Yes
1240,25.0,Male,Sales,Sales Executive,,4.0,4.0,No,No
1293,43.0,Female,Sales,Sales Executive,10231.0,21.0,4.0,No,No
1464,31.0,Male,Research & Development,Laboratory Technician,3722.0,2.0,4.0,Yes,Yes
1244,,,Research & Development,Research Scientist,2235.0,9.0,1.0,Yes,No
2112,43.0,Male,Research & Development,Research Scientist,3496.0,11.0,2.0,No,No
1312,36.0,Female,Research & Development,,,7.0,3.0,No,No
2282,60.0,Male,Research & Development,Healthcare Representative,5646.0,6.0,1.0,Yes,No
2241,34.0,Male,Research & Development,Laboratory Technician,3704.0,3.0,3.0,No,No
2101,30.0,Male,Research & Development,Research Scientist,3267.0,6.0,3.0,Yes,No
666,,Female,Sales,Sales Representative,2579.0,8.0,3.0,,No
2069,32.0,Male,,,2992.0,11.0,1.0,No,No
2201,50.0,Male,Sales,Manager,14819.0,33.0,1.0,No,No
1264,29.0,,Research & Development,Research Director,16124.0,7.0,,No,No
2188,35.0,Female,Research & Development,Laboratory Technician,2319.0,7.0,4.0,,No
446,33.0,,Sales,Sales Executive,4682.0,7.0,4.0,No,No
683,,Male,Research & Development,Research Scientist,2691.0,,4.0,No,No
1555,32.0,,,Research Scientist,5878.0,7.0,2.0,No,No
1883,29.0,Male,Research & Development,Laboratory Technician,2062.0,3.0,1.0,No,No
1469,28.0,Male,Sales,Sales Executive,8463.0,5.0,1.0,No,No
1651,36.0,Female,Research & Development,Healthcare Representative,8008.0,3.0,1.0,No,No
1700,37.0,Male,Sales,Sales Executive,9525.0,6.0,4.0,No,No
764,27.0,Female,Research & Development,Healthcare Representative,6811.0,7.0,1.0,No,No
2153,34.0,Male,Research & Development,Research Scientist,4322.0,6.0,3.0,No,No
1411,37.0,Female,Research & Development,Laboratory Technician,3629.0,3.0,3.0,No,No
1079,21.0,Female,Research & Development,Laboratory Technician,1416.0,1.0,1.0,No,Yes
2202,47.0,Male,Sales,Manager,18841.0,21.0,2.0,No,No
868,37.0,Male,Sales,Sales Executive,6334.0,1.0,3.0,,No
808,34.0,Female,,Sales Executive,6500.0,3.0,1.0,No,No
382,,Female,Sales,Sales Executive,5605.0,8.0,1.0,Yes,No
1951,34.0,Male,Sales,Sales Executive,8628.0,8.0,3.0,No,No
1646,24.0,Female,Research & Development,Research Scientist,3760.0,6.0,4.0,Yes,No
944,49.0,Female,Research & Development,Laboratory Technician,7403.0,,2.0,No,No
1611,45.0,Female,Research & Development,Laboratory Technician,5769.0,,1.0,Yes,No
582,33.0,,Research & Development,Manager,13610.0,7.0,3.0,Yes,Yes
2250,36.0,Male,Research & Development,Research Scientist,3644.0,10.0,3.0,Yes,Yes
986,40.0,Female,Sales,Sales Executive,13194.0,1.0,2.0,Yes,Yes
2256,,Female,,Human Resources,2407.0,3.0,2.0,No,No
1120,29.0,Female,Research & Development,Research Scientist,2514.0,7.0,4.0,No,No
2175,29.0,Male,,Laboratory Technician,2555.0,1.0,3.0,No,Yes
2012,40.0,Male,Research & Development,Laboratory Technician,2406.0,1.0,4.0,No,No
1876,30.0,Male,Sales,Sales Representative,1081.0,1.0,4.0,No,Yes
2238,,Male,,,6629.0,2.0,3.0,No,No
1133,,Male,Research & Development,Manufacturing Director,7779.0,11.0,4.0,No,No
1645,35.0,Male,Sales,Sales Executive,5440.0,2.0,4.0,Yes,Yes
190,32.0,Female,Research & Development,Laboratory Technician,4200.0,5.0,1.0,No,Yes
1235,32.0,Female,Research & Development,Research Scientist,4998.0,8.0,3.0,Yes,No
102,37.0,Male,Research & Development,Research Director,13664.0,5.0,,No,No
828,28.0,Male,,Research Scientist,4382.0,2.0,3.0,No,Yes
2132,29.0,Female,Sales,Sales Executive,,9.0,,Yes,No
2088,36.0,,Research & Development,Healthcare Representative,6495.0,5.0,2.0,No,No
967,40.0,Male,Research & Development,Manager,,19.0,1.0,,No
903,47.0,Female,Sales,Sales Executive,,7.0,4.0,,No
308,31.0,,,Manufacturing Director,4345.0,5.0,3.0,,No
2284,29.0,Female,Sales,Sales Executive,4715.0,11.0,1.0,Yes,No
1554,,Female,Sales,Sales Representative,2430.0,5.0,3.0,No,No
1324,31.0,Female,Sales,Sales Executive,,10.0,3.0,Yes,No
2239,,Female,Research & Development,Healthcare Representative,3882.0,6.0,4.0,No,No
355,,Male,Research & Development,Laboratory Technician,3479.0,5.0,2.0,No,Yes
2274,,Male,Human Resources,Manager,14042.0,20.0,2.0,Yes,No
1733,,Male,Sales,,6134.0,2.0,1.0,Yes,Yes
393,38.0,Male,Research & Development,Healthcare Representative,5745.0,2.0,4.0,No,No
1260,29.0,Male,Research & Development,Healthcare Representative,6623.0,6.0,4.0,Yes,No
1693,26.0,Male,Research & Development,Laboratory Technician,2570.0,7.0,4.0,No,No
2150,40.0,Female,Research & Development,Manufacturing Director,5092.0,16.0,4.0,Yes,No
1714,24.0,Male,Human Resources,Human Resources,1555.0,1.0,3.0,No,Yes
256,34.0,Male,,Manufacturing Director,9547.0,10.0,3.0,No,No
304,36.0,,Research & Development,Laboratory Technician,5914.0,13.0,2.0,No,No
84,55.0,Female,Research & Development,Manager,14756.0,5.0,3.0,Yes,No
1916,31.0,Female,Research & Development,Laboratory Technician,3978.0,2.0,3.0,,No
2194,32.0,,Sales,Sales Executive,9263.0,7.0,2.0,Yes,No
2136,36.0,Male,,Healthcare Representative,6268.0,14.0,1.0,Yes,No
1703,44.0,Female,Research & Development,Healthcare Representative,,8.0,4.0,Yes,No
1871,39.0,Male,Research & Development,Research Scientist,3902.0,2.0,4.0,No,No
1483,57.0,Male,Research & Development,Research Scientist,4900.0,12.0,3.0,No,No
2155,49.0,Female,Sales,Manager,17380.0,0.0,3.0,No,No
178,36.0,Male,Research & Development,Manufacturing Director,4941.0,,,,No
72,26.0,Female,Sales,Sales Executive,4157.0,2.0,4.0,Yes,No
1658,34.0,Female,Research & Development,Research Scientist,5433.0,11.0,2.0,,No
77,,Male,Research & Development,Manufacturing Director,5993.0,7.0,,No,No
2095,41.0,Male,Research & Development,Research Scientist,3606.0,2.0,2.0,Yes,No
507,24.0,Female,Sales,Sales Executive,4260.0,5.0,3.0,Yes,No
2242,30.0,Male,Sales,Sales Executive,3758.0,6.0,2.0,,No
1243,35.0,Female,Sales,Sales Executive,10377.0,13.0,4.0,Yes,No
449,27.0,Male,Sales,Sales Executive,6349.0,5.0,2.0,Yes,No
30,21.0,Male,Research & Development,Research Scientist,1232.0,0.0,4.0,,No
2246,39.0,Male,Research & Development,Research Scientist,3012.0,4.0,4.0,,No
1678,,Male,Sales,Sales Executive,7082.0,2.0,3.0,Yes,No
1716,47.0,Male,,Sales Executive,12936.0,23.0,3.0,No,Yes
2163,38.0,Male,Research & Development,,4577.0,9.0,,No,No
208,,,Research & Development,Manufacturing Director,4319.0,,3.0,No,No
1004,30.0,Female,Research & Development,Research Scientist,2132.0,5.0,,Yes,Yes
2023,,Male,Sales,Sales Representative,1790.0,1.0,,No,Yes
57,30.0,Female,Research & Development,Laboratory Technician,4011.0,12.0,4.0,No,No
574,47.0,Female,Research & Development,Manufacturing Director,5070.0,5.0,4.0,No,No
1541,34.0,Male,,Sales Representative,,11.0,3.0,Yes,No
2154,31.0,Male,Sales,Sales Representative,2589.0,1.0,4.0,No,No
832,40.0,Male,Research & Development,Laboratory Technician,5094.0,1.0,3.0,No,No
1049,45.0,Male,Human Resources,Human Resources,2177.0,,2.0,No,No
163,31.0,Male,Sales,Sales Executive,,7.0,3.0,Yes,Yes
2215,23.0,Male,Research & Development,Laboratory Technician,3118.0,6.0,2.0,No,No
2007,22.0,Male,Research & Development,Research Scientist,3375.0,3.0,3.0,No,No
2094,27.0,Male,Research & Development,Research Scientist,3059.0,6.0,1.0,No,No
1173,24.0,,Research & Development,Laboratory Technician,3597.0,4.0,2.0,No,No
438,31.0,Male,Sales,Sales Executive,7547.0,,4.0,No,No
2178,31.0,Female,Research & Development,Manufacturing Director,4023.0,15.0,3.0,No,No
334,41.0,Male,Research & Development,Research Scientist,,1.0,1.0,No,No
100,35.0,Male,Sales,Sales Executive,4312.0,15.0,1.0,No,No
2214,35.0,Male,Research & Development,Manufacturing Director,5244.0,10.0,4.0,No,No
930,28.0,Female,Research & Development,Research Scientist,2377.0,2.0,3.0,No,No
1297,51.0,Female,Research & Development,Laboratory Technician,2838.0,7.0,3.0,No,No
462,31.0,Female,Research & Development,Manufacturing Director,7143.0,11.0,4.0,Yes,No
319,42.0,Male,Research & Development,Manager,19232.0,22.0,4.0,No,No
113,23.0,Male,Sales,Sales Representative,2322.0,0.0,1.0,No,No
1468,40.0,Male,Research & Development,Research Director,13757.0,9.0,2.0,No,No
1484,49.0,,Research & Development,Healthcare Representative,10466.0,8.0,2.0,No,No
2121,35.0,Female,Research & Development,Research Scientist,4454.0,,4.0,Yes,No
1980,54.0,Female,Research & Development,Manufacturing Director,4440.0,5.0,1.0,Yes,No
1033,37.0,Female,Research & Development,Healthcare Representative,4777.0,1.0,2.0,,Yes
1179,30.0,Male,Sales,,6578.0,10.0,3.0,No,No
824,29.0,Male,Research & Development,Research Scientist,,10.0,3.0,No,No
458,27.0,Female,Sales,Sales Executive,6214.0,8.0,2.0,No,No
1133,,Male,Research & Development,Manufacturing Director,7779.0,11.0,,No,No
656,37.0,Male,Sales,Sales Executive,9602.0,3.0,3.0,Yes,No
471,32.0,Female,Research & Development,Laboratory Technician,,8.0,2.0,,No
734,41.0,Male,Human Resources,Manager,19189.0,22.0,3.0,No,No
1464,31.0,Male,Research & Development,Laboratory Technician,3722.0,2.0,4.0,Yes,Yes
1745,30.0,Female,Research & Development,Research Scientist,,9.0,1.0,No,No
1706,43.0,Male,Sales,Sales Executive,7847.0,10.0,4.0,Yes,No
41,30.0,Male,Research & Development,Laboratory Technician,2206.0,10.0,3.0,No,No
548,30.0,Female,,Manufacturing Director,,5.0,4.0,No,No
1839,18.0,Female,Research & Development,Research Scientist,1514.0,0.0,3.0,No,No
